latitude,longitude,acq_date,acq_time,satellite,instrument,frp,daynight,confidence,datetime_utc,datetime_local,local_date,local_time,geometry,county
40.4549,-121.1669,2021-08-07,2113,Aqua,MODIS,518.1,D,100,2021-08-07 21:13:00+00:00,2021-08-07 14:13:00-07:00,2021-08-07,14:13:00,POINT (-121.1669 40.4549),Lassen
40.4758,-121.2872,2021-08-07,2113,Aqua,MODIS,32.9,D,73,2021-08-07 21:13:00+00:00,2021-08-07 14:13:00-07:00,2021-08-07,14:13:00,POINT (-121.2872 40.4758),Lassen
40.243,-120.7731,2021-08-07,2113,Aqua,MODIS,45.1,D,91,2021-08-07 21:13:00+00:00,2021-08-07 14:13:00-07:00,2021-08-07,14:13:00,POINT (-120.7731 40.243),Plumas
40.4066,-121.119,2021-08-07,2113,Aqua,MODIS,237.3,D,100,2021-08-07 21:13:00+00:00,2021-08-07 14:13:00-07:00,2021-08-07,14:13:00,POINT (-121.119 40.4066),Plumas
40.271,-120.8339,2021-08-07,2113,Aqua,MODIS,69.2,D,98,2021-08-07 21:13:00+00:00,2021-08-07 14:13:00-07:00,2021-08-07,14:13:00,POINT (-120.8339 40.271),Lassen
40.1823,-121.3991,2021-08-07,2113,Aqua,MODIS,45.7,D,92,2021-08-07 21:13:00+00:00,2021-08-07 14:13:00-07:00,2021-08-07,14:13:00,POINT (-121.3991 40.1823),Plumas
40.3897,-121.1094,2021-08-07,2113,Aqua,MODIS,41.7,D,79,2021-08-07 21:13:00+00:00,2021-08-07 14:13:00-07:00,2021-08-07,14:13:00,POINT (-121.1094 40.3897),Plumas
40.4155,-121.1212,2021-08-07,2113,Aqua,MODIS,767.8,D,100,2021-08-07 21:13:00+00:00,2021-08-07 14:13:00-07:00,2021-08-07,14:13:00,POINT (-121.1212 40.4155),Plumas
40.2163,-120.7666,2021-08-07,2113,Aqua,MODIS,75.6,D,99,2021-08-07 21:13:00+00:00,2021-08-07 14:13:00-07:00,2021-08-07,14:13:00,POINT (-120.7666 40.2163),Plumas
40.3776,-121.1305,2021-08-07,2113,Aqua,MODIS,359.2,D,100,2021-08-07 21:13:00+00:00,2021-08-07 14:13:00-07:00,2021-08-07,14:13:00,POINT (-121.1305 40.3776),Plumas
40.2146,-121.0426,2021-08-07,2113,Aqua,MODIS,39.0,D,87,2021-08-07 21:13:00+00:00,2021-08-07 14:13:00-07:00,2021-08-07,14:13:00,POINT (-121.0426 40.2146),Plumas
40.3034,-123.0465,2021-08-07,2113,Aqua,MODIS,69.3,D,98,2021-08-07 21:13:00+00:00,2021-08-07 14:13:00-07:00,2021-08-07,14:13:00,POINT (-123.0465 40.3034),Shasta
40.2453,-120.8222,2021-08-07,2113,Aqua,MODIS,23.9,D,72,2021-08-07 21:13:00+00:00,2021-08-07 14:13:00-07:00,2021-08-07,14:13:00,POINT (-120.8222 40.2453),Plumas
40.3771,-121.3277,2021-08-07,2113,Aqua,MODIS,32.9,D,81,2021-08-07 21:13:00+00:00,2021-08-07 14:13:00-07:00,2021-08-07,14:13:00,POINT (-121.3277 40.3771),Plumas
40.2622,-120.8318,2021-08-07,2113,Aqua,MODIS,1624.9,D,100,2021-08-07 21:13:00+00:00,2021-08-07 14:13:00-07:00,2021-08-07,14:13:00,POINT (-120.8318 40.2622),Plumas
40.2073,-121.0288,2021-08-07,2113,Aqua,MODIS,40.7,D,89,2021-08-07 21:13:00+00:00,2021-08-07 14:13:00-07:00,2021-08-07,14:13:00,POINT (-121.0288 40.2073),Plumas
40.4099,-121.0958,2021-08-07,2113,Aqua,MODIS,761.2,D,100,2021-08-07 21:13:00+00:00,2021-08-07 14:13:00-07:00,2021-08-07,14:13:00,POINT (-121.0958 40.4099),Plumas
40.2106,-121.0057,2021-08-07,2113,Aqua,MODIS,79.6,D,100,2021-08-07 21:13:00+00:00,2021-08-07 14:13:00-07:00,2021-08-07,14:13:00,POINT (-121.0057 40.2106),Plumas
40.2114,-120.8019,2021-08-07,2113,Aqua,MODIS,21.0,D,64,2021-08-07 21:13:00+00:00,2021-08-07 14:13:00-07:00,2021-08-07,14:13:00,POINT (-120.8019 40.2114),Plumas
40.3881,-121.121,2021-08-07,2113,Aqua,MODIS,125.2,D,100,2021-08-07 21:13:00+00:00,2021-08-07 14:13:00-07:00,2021-08-07,14:13:00,POINT (-121.121 40.3881),Plumas
40.1031,-121.1328,2021-08-08,635,Terra,MODIS,17.9,N,57,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1328 40.1031),Plumas
40.4765,-121.1411,2021-08-08,635,Terra,MODIS,209.3,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1411 40.4765),Lassen
40.216,-121.0171,2021-08-08,635,Terra,MODIS,45.2,N,94,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.0171 40.216),Plumas
40.2832,-120.8022,2021-08-08,635,Terra,MODIS,60.7,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.8022 40.2832),Lassen
40.4514,-121.1368,2021-08-08,635,Terra,MODIS,48.8,N,96,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1368 40.4514),Lassen
40.1931,-120.8025,2021-08-08,635,Terra,MODIS,36.2,N,81,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.8025 40.1931),Plumas
40.1619,-120.8762,2021-08-08,635,Terra,MODIS,37.4,N,86,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.8762 40.1619),Plumas
40.2079,-120.7788,2021-08-08,635,Terra,MODIS,24.6,N,66,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.7788 40.2079),Plumas
40.245,-120.7922,2021-08-08,635,Terra,MODIS,160.9,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.7922 40.245),Plumas
40.1494,-120.8706,2021-08-08,635,Terra,MODIS,25.1,N,59,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.8706 40.1494),Plumas
40.2504,-120.7156,2021-08-08,635,Terra,MODIS,216.1,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.7156 40.2504),Plumas
40.4666,-121.1202,2021-08-08,635,Terra,MODIS,98.6,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1202 40.4666),Lassen
40.243,-120.8201,2021-08-08,635,Terra,MODIS,62.2,N,72,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.8201 40.243),Plumas
40.4153,-121.1086,2021-08-08,635,Terra,MODIS,118.3,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1086 40.4153),Plumas
40.4521,-121.144,2021-08-08,635,Terra,MODIS,34.7,N,85,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.144 40.4521),Lassen
40.4647,-121.146,2021-08-08,635,Terra,MODIS,120.1,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.146 40.4647),Lassen
40.4619,-121.1651,2021-08-08,635,Terra,MODIS,47.5,N,82,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1651 40.4619),Lassen
40.2034,-121.0071,2021-08-08,635,Terra,MODIS,19.4,N,56,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.0071 40.2034),Plumas
40.4133,-121.3029,2021-08-08,635,Terra,MODIS,21.3,N,63,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.3029 40.4133),Plumas
40.2174,-120.8151,2021-08-08,635,Terra,MODIS,39.2,N,91,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.8151 40.2174),Plumas
40.1894,-120.853,2021-08-08,635,Terra,MODIS,105.9,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.853 40.1894),Plumas
40.2205,-120.7839,2021-08-08,635,Terra,MODIS,218.8,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.7839 40.2205),Plumas
40.2143,-121.0404,2021-08-08,635,Terra,MODIS,52.9,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.0404 40.2143),Plumas
40.3212,-122.9439,2021-08-08,635,Terra,MODIS,15.0,N,76,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-122.9439 40.3212),Shasta
40.2141,-121.0347,2021-08-08,635,Terra,MODIS,75.3,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.0347 40.2141),Plumas
40.4136,-121.1319,2021-08-08,635,Terra,MODIS,33.6,N,78,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1319 40.4136),Plumas
40.2704,-120.7991,2021-08-08,635,Terra,MODIS,570.0,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.7991 40.2704),Plumas
40.4406,-121.1109,2021-08-08,635,Terra,MODIS,488.5,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1109 40.4406),Plumas
40.4534,-121.1113,2021-08-08,635,Terra,MODIS,56.7,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1113 40.4534),Lassen
40.1872,-121.405,2021-08-08,635,Terra,MODIS,35.0,N,87,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.405 40.1872),Plumas
40.4261,-121.1341,2021-08-08,635,Terra,MODIS,77.7,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1341 40.4261),Plumas
40.2225,-120.7563,2021-08-08,635,Terra,MODIS,358.0,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.7563 40.2225),Plumas
40.1061,-121.1152,2021-08-08,635,Terra,MODIS,20.6,N,61,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1152 40.1061),Plumas
40.3885,-121.1263,2021-08-08,635,Terra,MODIS,58.1,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1263 40.3885),Plumas
40.3903,-121.102,2021-08-08,635,Terra,MODIS,31.6,N,83,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.102 40.3903),Plumas
40.2058,-120.8062,2021-08-08,635,Terra,MODIS,204.4,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.8062 40.2058),Plumas
40.3323,-122.9473,2021-08-08,635,Terra,MODIS,115.9,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-122.9473 40.3323),Shasta
40.247,-120.7643,2021-08-08,635,Terra,MODIS,207.5,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.7643 40.247),Plumas
40.2375,-120.7133,2021-08-08,635,Terra,MODIS,748.1,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.7133 40.2375),Plumas
40.376,-121.1243,2021-08-08,635,Terra,MODIS,33.4,N,84,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1243 40.376),Plumas
40.2616,-120.7418,2021-08-08,635,Terra,MODIS,212.9,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.7418 40.2616),Plumas
40.4028,-121.1049,2021-08-08,635,Terra,MODIS,36.1,N,86,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1049 40.4028),Plumas
40.2359,-120.7374,2021-08-08,635,Terra,MODIS,3867.6,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.7374 40.2359),Plumas
40.1856,-121.4273,2021-08-08,635,Terra,MODIS,17.0,N,50,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.4273 40.1856),Plumas
40.2392,-120.7082,2021-08-08,635,Terra,MODIS,380.0,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.7082 40.2392),Plumas
40.2185,-120.8102,2021-08-08,635,Terra,MODIS,75.0,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.8102 40.2185),Plumas
40.3753,-121.1187,2021-08-08,635,Terra,MODIS,29.0,N,78,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1187 40.3753),Plumas
40.2578,-120.7948,2021-08-08,635,Terra,MODIS,1003.9,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.7948 40.2578),Plumas
40.466,-121.113,2021-08-08,635,Terra,MODIS,51.6,N,96,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.113 40.466),Lassen
40.2192,-120.79,2021-08-08,635,Terra,MODIS,185.1,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.79 40.2192),Plumas
40.2066,-120.785,2021-08-08,635,Terra,MODIS,62.0,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.785 40.2066),Plumas
40.2321,-120.791,2021-08-08,635,Terra,MODIS,105.1,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.791 40.2321),Plumas
40.3222,-122.9372,2021-08-08,635,Terra,MODIS,15.3,N,65,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-122.9372 40.3222),Shasta
40.2243,-120.7322,2021-08-08,635,Terra,MODIS,192.1,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.7322 40.2243),Plumas
40.454,-121.1182,2021-08-08,635,Terra,MODIS,41.0,N,88,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1182 40.454),Lassen
40.2598,-120.767,2021-08-08,635,Terra,MODIS,52.8,N,69,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.767 40.2598),Plumas
40.4773,-121.1482,2021-08-08,635,Terra,MODIS,198.0,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1482 40.4773),Lassen
40.4725,-121.1925,2021-08-08,635,Terra,MODIS,63.2,N,96,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1925 40.4725),Lassen
40.4279,-121.1103,2021-08-08,635,Terra,MODIS,69.7,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1103 40.4279),Plumas
40.4791,-121.1229,2021-08-08,635,Terra,MODIS,58.2,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1229 40.4791),Lassen
40.4745,-121.1671,2021-08-08,635,Terra,MODIS,125.1,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1671 40.4745),Lassen
40.2355,-120.757,2021-08-08,635,Terra,MODIS,1732.1,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.757 40.2355),Plumas
40.2039,-120.8317,2021-08-08,635,Terra,MODIS,43.0,N,93,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.8317 40.2039),Plumas
40.3419,-122.9676,2021-08-08,635,Terra,MODIS,25.7,N,91,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-122.9676 40.3419),Shasta
40.1765,-120.8524,2021-08-08,635,Terra,MODIS,121.3,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.8524 40.1765),Plumas
40.1784,-120.8261,2021-08-08,635,Terra,MODIS,206.3,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.8261 40.1784),Plumas
40.2035,-121.0126,2021-08-08,635,Terra,MODIS,18.6,N,61,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.0126 40.2035),Plumas
40.1509,-120.8488,2021-08-08,635,Terra,MODIS,42.2,N,89,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.8488 40.1509),Plumas
40.4754,-121.1746,2021-08-08,635,Terra,MODIS,99.8,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1746 40.4754),Lassen
40.4388,-121.1355,2021-08-08,635,Terra,MODIS,179.7,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1355 40.4388),Plumas
40.2314,-120.811,2021-08-08,635,Terra,MODIS,46.9,N,96,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.811 40.2314),Plumas
40.2557,-120.8236,2021-08-08,635,Terra,MODIS,1363.7,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.8236 40.2557),Plumas
40.4736,-121.1992,2021-08-08,635,Terra,MODIS,69.9,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1992 40.4736),Lassen
40.2488,-120.7389,2021-08-08,635,Terra,MODIS,1223.5,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.7389 40.2488),Plumas
40.2047,-120.8116,2021-08-08,635,Terra,MODIS,150.0,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.8116 40.2047),Plumas
40.1804,-120.7998,2021-08-08,635,Terra,MODIS,66.3,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.7998 40.1804),Plumas
40.2158,-121.012,2021-08-08,635,Terra,MODIS,30.8,N,74,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.012 40.2158),Plumas
40.4426,-121.0849,2021-08-08,635,Terra,MODIS,59.7,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.0849 40.4426),Plumas
40.3306,-122.9666,2021-08-08,635,Terra,MODIS,49.5,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-122.9666 40.3306),Shasta
40.4299,-121.0836,2021-08-08,635,Terra,MODIS,134.1,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.0836 40.4299),Plumas
40.1658,-120.8228,2021-08-08,635,Terra,MODIS,73.5,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.8228 40.1658),Plumas
40.4046,-121.0803,2021-08-08,635,Terra,MODIS,27.2,N,74,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.0803 40.4046),Plumas
40.2668,-120.8487,2021-08-08,635,Terra,MODIS,80.0,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.8487 40.2668),Lassen
40.3879,-121.1206,2021-08-08,635,Terra,MODIS,69.5,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1206 40.3879),Plumas
40.2813,-120.8279,2021-08-08,635,Terra,MODIS,91.2,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.8279 40.2813),Lassen
40.4117,-121.3241,2021-08-08,635,Terra,MODIS,29.7,N,79,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.3241 40.4117),Plumas
40.464,-121.1387,2021-08-08,635,Terra,MODIS,155.2,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.1387 40.464),Lassen
40.1637,-120.8515,2021-08-08,635,Terra,MODIS,67.7,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.8515 40.1637),Plumas
40.2374,-120.7322,2021-08-08,635,Terra,MODIS,3933.7,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.7322 40.2374),Plumas
40.3124,-123.0429,2021-08-08,635,Terra,MODIS,14.0,N,54,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-123.0429 40.3124),Shasta
40.4192,-121.056,2021-08-08,635,Terra,MODIS,44.4,N,92,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.056 40.4192),Lassen
40.1912,-120.8289,2021-08-08,635,Terra,MODIS,70.2,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.8289 40.1912),Plumas
40.2333,-120.7852,2021-08-08,635,Terra,MODIS,133.2,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.7852 40.2333),Plumas
40.4173,-121.0822,2021-08-08,635,Terra,MODIS,252.2,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.0822 40.4173),Plumas
40.2685,-120.8259,2021-08-08,635,Terra,MODIS,449.1,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.8259 40.2685),Plumas
40.3436,-122.9484,2021-08-08,635,Terra,MODIS,17.2,N,80,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-122.9484 40.3436),Shasta
40.2212,-120.761,2021-08-08,635,Terra,MODIS,64.6,N,97,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.761 40.2212),Plumas
40.2341,-120.7627,2021-08-08,635,Terra,MODIS,1154.0,N,100,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-120.7627 40.2341),Plumas
40.1831,-121.4212,2021-08-08,635,Terra,MODIS,21.7,N,58,2021-08-08 06:35:00+00:00,2021-08-07 23:35:00-07:00,2021-08-07,23:35:00,POINT (-121.4212 40.1831),Plumas
40.4482,-121.1078,2021-08-08,912,Aqua,MODIS,249.6,N,67,2021-08-08 09:12:00+00:00,2021-08-08 02:12:00-07:00,2021-08-08,02:12:00,POINT (-121.1078 40.4482),Lassen
40.2619,-120.8016,2021-08-08,912,Aqua,MODIS,514.1,N,100,2021-08-08 09:12:00+00:00,2021-08-08 02:12:00-07:00,2021-08-08,02:12:00,POINT (-120.8016 40.2619),Plumas
40.2604,-120.754,2021-08-08,912,Aqua,MODIS,156.8,N,74,2021-08-08 09:12:00+00:00,2021-08-08 02:12:00-07:00,2021-08-08,02:12:00,POINT (-120.754 40.2604),Plumas
40.2811,-120.7943,2021-08-08,912,Aqua,MODIS,177.7,N,100,2021-08-08 09:12:00+00:00,2021-08-08 02:12:00-07:00,2021-08-08,02:12:00,POINT (-120.7943 40.2811),Plumas
40.2586,-120.6951,2021-08-08,912,Aqua,MODIS,112.8,N,81,2021-08-08 09:12:00+00:00,2021-08-08 02:12:00-07:00,2021-08-08,02:12:00,POINT (-120.6951 40.2586),Plumas
40.2795,-120.7978,2021-08-08,912,Aqua,MODIS,218.6,N,100,2021-08-08 09:12:00+00:00,2021-08-08 02:12:00-07:00,2021-08-08,02:12:00,POINT (-120.7978 40.2795),Lassen
40.2412,-120.6998,2021-08-08,912,Aqua,MODIS,485.2,N,100,2021-08-08 09:12:00+00:00,2021-08-08 02:12:00-07:00,2021-08-08,02:12:00,POINT (-120.6998 40.2412),Plumas
40.2635,-120.7978,2021-08-08,912,Aqua,MODIS,556.6,N,100,2021-08-08 09:12:00+00:00,2021-08-08 02:12:00-07:00,2021-08-08,02:12:00,POINT (-120.7978 40.2635),Plumas
40.2252,-120.7555,2021-08-08,912,Aqua,MODIS,159.1,N,98,2021-08-08 09:12:00+00:00,2021-08-08 02:12:00-07:00,2021-08-08,02:12:00,POINT (-120.7555 40.2252),Plumas
40.2077,-120.7587,2021-08-08,912,Aqua,MODIS,163.8,N,80,2021-08-08 09:12:00+00:00,2021-08-08 02:12:00-07:00,2021-08-08,02:12:00,POINT (-120.7587 40.2077),Plumas
40.2623,-120.7491,2021-08-08,912,Aqua,MODIS,136.9,N,92,2021-08-08 09:12:00+00:00,2021-08-08 02:12:00-07:00,2021-08-08,02:12:00,POINT (-120.7491 40.2623),Plumas
40.4316,-121.0671,2021-08-08,912,Aqua,MODIS,231.0,N,100,2021-08-08 09:12:00+00:00,2021-08-08 02:12:00-07:00,2021-08-08,02:12:00,POINT (-121.0671 40.4316),Plumas
40.4482,-121.1116,2021-08-08,912,Aqua,MODIS,225.2,N,79,2021-08-08 09:12:00+00:00,2021-08-08 02:12:00-07:00,2021-08-08,02:12:00,POINT (-121.1116 40.4482),Lassen
40.2607,-120.6899,2021-08-08,912,Aqua,MODIS,81.8,N,69,2021-08-08 09:12:00+00:00,2021-08-08 02:12:00-07:00,2021-08-08,02:12:00,POINT (-120.6899 40.2607),Plumas
